Year,Rank_Group,MovieTitle,Date,Press,Title,Link,Description
2000,TOP_10,퍼펙트 스톰,,,관련도순,#,
2000,TOP_10,퍼펙트 스톰,,,전체,javascript:;,
2000,TOP_10,퍼펙트 스톰,,,전체,#,
2000,TOP_10,퍼펙트 스톰,,,전체,#,
2000,TOP_10,퍼펙트 스톰,,,전체,javascript:;,
2000,TOP_10,퍼펙트 스톰,,,관련도순,#,
2000,TOP_10,퍼펙트 스톰,,,전체,javascript:;,
2000,TOP_10,퍼펙트 스톰,,,전체,#,
2000,TOP_10,퍼펙트 스톰,,,전체,#,
2000,TOP_10,퍼펙트 스톰,,,전체,javascript:;,
2000,TOP_10,리베라메,,,관련도순,#,
2000,TOP_10,리베라메,,,전체,javascript:;,
2000,TOP_10,리베라메,,,전체,#,
2000,TOP_10,리베라메,,,전체,#,
2000,TOP_10,리베라메,,,전체,javascript:;,
2000,TOP_10,리베라메,,,관련도순,#,
2000,TOP_10,리베라메,,,전체,javascript:;,
2000,TOP_10,리베라메,,,전체,#,
2000,TOP_10,리베라메,,,전체,#,
2000,TOP_10,리베라메,,,전체,javascript:;,
2000,TOP_10,리베라메,,,관련도순,#,
2000,TOP_10,리베라메,,,전체,javascript:;,
2000,TOP_10,리베라메,,,전체,#,
2000,TOP_10,리베라메,,,전체,#,
2000,TOP_10,리베라메,,,전체,javascript:;,
2000,TOP_10,미녀삼총사,,,관련도순,#,
2000,TOP_10,미녀삼총사,,,전체,javascript:;,
2000,TOP_10,미녀삼총사,,,전체,#,
2000,TOP_10,미녀삼총사,,,전체,#,
2000,TOP_10,미녀삼총사,,,전체,javascript:;,
2000,TOP_10,미녀삼총사,,,관련도순,#,
2000,TOP_10,미녀삼총사,,,전체,javascript:;,
2000,TOP_10,미녀삼총사,,,전체,#,
2000,TOP_10,미녀삼총사,,,전체,#,
2000,TOP_10,미녀삼총사,,,전체,javascript:;,
2000,TOP_10,미녀삼총사,,,관련도순,#,
2000,TOP_10,미녀삼총사,,,전체,javascript:;,
2000,TOP_10,미녀삼총사,,,전체,#,
2000,TOP_10,미녀삼총사,,,전체,#,
2000,TOP_10,미녀삼총사,,,전체,javascript:;,
